path,label,title,author,license,license_url,source_page,original_url,download_url,collected_at,width,height,sha256,modification
experiments/data/raw/butterfly/8788956.jpg,butterfly,File:Danaus plexippus in Secret Woods.JPG,Korall,CC BY 3.0,https://creativecommons.org/licenses/by/3.0,https://commons.wikimedia.org/wiki/File:Danaus_plexippus_in_Secret_Woods.JPG,https://upload.wikimedia.org/wikipedia/commons/7/78/Danaus_plexippus_in_Secret_Woods.JPG?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,https://thumb.wikimedia.org/wikipedia/commons/thumb/7/78/Danaus_plexippus_in_Secret_Woods.JPG/960px-Danaus_plexippus_in_Secret_Woods.JPG?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,2026-09-07,960,640,a0d089b1c04796a706bcfde612220da6cff8504650b992407ae45c4894a659c4,Wikimedia server thumbnail; no local pixel editing
experiments/data/raw/butterfly/25334421.jpg,butterfly,"File:Mariposa monarca (Danaus plexippus), Jardín Botánico de Múnich, Alemania, 2013-01-27, DD 02.JPG",Diego Delso,CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0,"https://commons.wikimedia.org/wiki/File:Mariposa_monarca_(Danaus_plexippus),_Jard%C3%ADn_Bot%C3%A1nico_de_M%C3%BAnich,_Alemania,_2013-01-27,_DD_02.JPG",https://upload.wikimedia.org/wikipedia/commons/7/77/Mariposa_monarca_%28Danaus_plexippus%29%2C_Jard%C3%ADn_Bot%C3%A1nico_de_M%C3%BAnich%2C_Alemania%2C_2013-01-27%2C_DD_02.JPG?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,https://thumb.wikimedia.org/wikipedia/commons/thumb/7/77/Mariposa_monarca_%28Danaus_plexippus%29%2C_Jard%C3%ADn_Bot%C3%A1nico_de_M%C3%BAnich%2C_Alemania%2C_2013-01-27%2C_DD_02.JPG/960px-Mariposa_monarca_%28Danaus_plexippus%29%2C_Jard%C3%ADn_Bot%C3%A1nico_de_M%C3%BAnich%2C_Alemania%2C_2013-01-27%2C_DD_02.JPG?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,2026-09-07,960,640,f5c13bc493d74f8c38fc6d2caae47ca537a012ac6af953553c655f5c479f76e6,Wikimedia server thumbnail; no local pixel editing
experiments/data/raw/butterfly/10348852.jpg,butterfly,File:Danaus plexippus (2).jpg,Thomas Bresson,CC BY 2.0,https://creativecommons.org/licenses/by/2.0,https://commons.wikimedia.org/wiki/File:Danaus_plexippus_(2).jpg,https://upload.wikimedia.org/wikipedia/commons/b/b5/Danaus_plexippus_%282%29.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,https://thumb.wikimedia.org/wikipedia/commons/thumb/b/b5/Danaus_plexippus_%282%29.jpg/960px-Danaus_plexippus_%282%29.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,2026-09-07,960,862,ee79c932a12c9865039d7624b1b7f6443bea8e915876573effa7ab4ec5826b8b,Wikimedia server thumbnail; no local pixel editing
experiments/data/raw/butterfly/20371447.jpg,butterfly,File:2012-07-20 15-33-53-Danaus plexippus.jpg,Thomas Bresson,CC BY 3.0,https://creativecommons.org/licenses/by/3.0,https://commons.wikimedia.org/wiki/File:2012-07-20_15-33-53-Danaus_plexippus.jpg,https://upload.wikimedia.org/wikipedia/commons/8/83/2012-07-20_15-33-53-Danaus_plexippus.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,https://thumb.wikimedia.org/wikipedia/commons/thumb/8/83/2012-07-20_15-33-53-Danaus_plexippus.jpg/960px-2012-07-20_15-33-53-Danaus_plexippus.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,2026-09-07,960,1096,aa6c23acdc85b9f213208fdcc7f7d6c4815e68949ee05c084655de4d552d9b4e,Wikimedia server thumbnail; no local pixel editing
experiments/data/raw/butterfly/54631821.jpg,butterfly,"File:Monarch - Danaus plexippus, Bles Park, Ashburn, Virginia.jpg",Judy Gallagher,CC BY 2.0,https://creativecommons.org/licenses/by/2.0,"https://commons.wikimedia.org/wiki/File:Monarch_-_Danaus_plexippus,_Bles_Park,_Ashburn,_Virginia.jpg",https://upload.wikimedia.org/wikipedia/commons/f/ff/Monarch_-_Danaus_plexippus%2C_Bles_Park%2C_Ashburn%2C_Virginia.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,https://thumb.wikimedia.org/wikipedia/commons/thumb/f/ff/Monarch_-_Danaus_plexippus%2C_Bles_Park%2C_Ashburn%2C_Virginia.jpg/960px-Monarch_-_Danaus_plexippus%2C_Bles_Park%2C_Ashburn%2C_Virginia.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,2026-09-07,960,640,86fc7bb75bf700072b8176944dc3b3b1410aaf254640dc568ce8b876d033af5a,Wikimedia server thumbnail; no local pixel editing
experiments/data/raw/butterfly/111142087.jpg,butterfly,File:Danaus plexippus Monarch on Xanthorrhoea johnsonii inflorescence 74 Sunbury St Geebung P1100185.jpg,John Robert McPherson,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,https://commons.wikimedia.org/wiki/File:Danaus_plexippus_Monarch_on_Xanthorrhoea_johnsonii_inflorescence_74_Sunbury_St_Geebung_P1100185.jpg,https://upload.wikimedia.org/wikipedia/commons/8/88/Danaus_plexippus_Monarch_on_Xanthorrhoea_johnsonii_inflorescence_74_Sunbury_St_Geebung_P1100185.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,https://thumb.wikimedia.org/wikipedia/commons/thumb/8/88/Danaus_plexippus_Monarch_on_Xanthorrhoea_johnsonii_inflorescence_74_Sunbury_St_Geebung_P1100185.jpg/960px-Danaus_plexippus_Monarch_on_Xanthorrhoea_johnsonii_inflorescence_74_Sunbury_St_Geebung_P1100185.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,2026-09-07,960,960,db94f5aeeefee21cfd62a5aa12c6796cf65115d8134264d9d1f802c1eb0d2b2b,Wikimedia server thumbnail; no local pixel editing
experiments/data/raw/butterfly/71886764.jpg,butterfly,File:Starr-101228-6047-Ocimum basilicum-Monarch butterfly Danaus plexippus visiting flowers-Honokanaia-Kahoolawe (24763773720).jpg,Forest and Kim Starr,CC BY 3.0 us,https://creativecommons.org/licenses/by/3.0/us/deed.en,https://commons.wikimedia.org/wiki/File:Starr-101228-6047-Ocimum_basilicum-Monarch_butterfly_Danaus_plexippus_visiting_flowers-Honokanaia-Kahoolawe_(24763773720).jpg,https://upload.wikimedia.org/wikipedia/commons/1/12/Starr-101228-6047-Ocimum_basilicum-Monarch_butterfly_Danaus_plexippus_visiting_flowers-Honokanaia-Kahoolawe_%2824763773720%29.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,https://thumb.wikimedia.org/wikipedia/commons/thumb/1/12/Starr-101228-6047-Ocimum_basilicum-Monarch_butterfly_Danaus_plexippus_visiting_flowers-Honokanaia-Kahoolawe_%2824763773720%29.jpg/960px-Starr-101228-6047-Ocimum_basilicum-Monarch_butterfly_Danaus_plexippus_visiting_flowers-Honokanaia-Kahoolawe_%2824763773720%29.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,2026-09-07,960,720,388e6764b45877a48da5d40704e9ae679b89d3179f2a7e6047f1f3173c573cbd,Wikimedia server thumbnail; no local pixel editing
experiments/data/raw/butterfly/74796235.jpg,butterfly,"File:Danaus plexippus (monarch butterfly in flight) (Newark, Ohio, USA) (36236212880).jpg",James St. John,CC BY 2.0,https://creativecommons.org/licenses/by/2.0,"https://commons.wikimedia.org/wiki/File:Danaus_plexippus_(monarch_butterfly_in_flight)_(Newark,_Ohio,_USA)_(36236212880).jpg",https://upload.wikimedia.org/wikipedia/commons/7/78/Danaus_plexippus_%28monarch_butterfly_in_flight%29_%28Newark%2C_Ohio%2C_USA%29_%2836236212880%29.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,https://thumb.wikimedia.org/wikipedia/commons/thumb/7/78/Danaus_plexippus_%28monarch_butterfly_in_flight%29_%28Newark%2C_Ohio%2C_USA%29_%2836236212880%29.jpg/960px-Danaus_plexippus_%28monarch_butterfly_in_flight%29_%28Newark%2C_Ohio%2C_USA%29_%2836236212880%29.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,2026-09-07,960,768,1da056f74f3c6f5aaf8a2226b4ed8dd076b85296586dc23f36d3947ea21b7768,Wikimedia server thumbnail; no local pixel editing
experiments/data/raw/butterfly/63170430.jpg,butterfly,File:Danaus plexippus 148zz.jpg,Photo by David J. Stang,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,https://commons.wikimedia.org/wiki/File:Danaus_plexippus_148zz.jpg,https://upload.wikimedia.org/wikipedia/commons/a/a2/Danaus_plexippus_148zz.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,https://thumb.wikimedia.org/wikipedia/commons/thumb/a/a2/Danaus_plexippus_148zz.jpg/960px-Danaus_plexippus_148zz.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,2026-09-07,960,701,187ecc214d8c782de69c03885bd8c8717e53e3259bce1feb7c96d1aa875af9b1,Wikimedia server thumbnail; no local pixel editing
experiments/data/raw/butterfly/20349954.jpg,butterfly,File:Danaus Plexippus in Smithsonian 3.JPG,Rangilo Gujarati,CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0,https://commons.wikimedia.org/wiki/File:Danaus_Plexippus_in_Smithsonian_3.JPG,https://upload.wikimedia.org/wikipedia/commons/1/14/Danaus_Plexippus_in_Smithsonian_3.JPG?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,https://thumb.wikimedia.org/wikipedia/commons/thumb/1/14/Danaus_Plexippus_in_Smithsonian_3.JPG/960px-Danaus_Plexippus_in_Smithsonian_3.JPG?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,2026-09-07,960,640,f4c9faba55616bc635dc92fd01c15095de42d8a39c256eedfe4727e4790baa39,Wikimedia server thumbnail; no local pixel editing
experiments/data/raw/butterfly/64928019.jpg,butterfly,"File:Monarch - Danaus plexippus, Occoquan Regional Park, Lorton, Virginia (38373281696).jpg",Judy Gallagher,CC BY 2.0,https://creativecommons.org/licenses/by/2.0,"https://commons.wikimedia.org/wiki/File:Monarch_-_Danaus_plexippus,_Occoquan_Regional_Park,_Lorton,_Virginia_(38373281696).jpg",https://upload.wikimedia.org/wikipedia/commons/1/18/Monarch_-_Danaus_plexippus%2C_Occoquan_Regional_Park%2C_Lorton%2C_Virginia_%2838373281696%29.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,https://thumb.wikimedia.org/wikipedia/commons/thumb/1/18/Monarch_-_Danaus_plexippus%2C_Occoquan_Regional_Park%2C_Lorton%2C_Virginia_%2838373281696%29.jpg/960px-Monarch_-_Danaus_plexippus%2C_Occoquan_Regional_Park%2C_Lorton%2C_Virginia_%2838373281696%29.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,2026-09-07,960,640,70a71d6fcef816ba0825f90736ae75a5a5dd9b91a649ac455387aae8e71a4256,Wikimedia server thumbnail; no local pixel editing
experiments/data/raw/butterfly/111142153.jpg,butterfly,File:Danaus plexippus Monarch on Xanthorrhoea johnsonii inflorescence 74 Sunbury St Geebung P1100220.jpg,John Robert McPherson,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,https://commons.wikimedia.org/wiki/File:Danaus_plexippus_Monarch_on_Xanthorrhoea_johnsonii_inflorescence_74_Sunbury_St_Geebung_P1100220.jpg,https://upload.wikimedia.org/wikipedia/commons/e/e6/Danaus_plexippus_Monarch_on_Xanthorrhoea_johnsonii_inflorescence_74_Sunbury_St_Geebung_P1100220.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,https://thumb.wikimedia.org/wikipedia/commons/thumb/e/e6/Danaus_plexippus_Monarch_on_Xanthorrhoea_johnsonii_inflorescence_74_Sunbury_St_Geebung_P1100220.jpg/960px-Danaus_plexippus_Monarch_on_Xanthorrhoea_johnsonii_inflorescence_74_Sunbury_St_Geebung_P1100220.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,2026-09-07,960,960,68fbeca31ecb0a43c26e9d93ec5a5b12f886c75ff51883908d8575923f975aae,Wikimedia server thumbnail; no local pixel editing
experiments/data/raw/butterfly/54576904.jpg,butterfly,"File:White Monarch - Danaus plexippus nivosus, Herndon, Virginia - 20747803185.jpg",Judy Gallagher,CC BY 2.0,https://creativecommons.org/licenses/by/2.0,"https://commons.wikimedia.org/wiki/File:White_Monarch_-_Danaus_plexippus_nivosus,_Herndon,_Virginia_-_20747803185.jpg",https://upload.wikimedia.org/wikipedia/commons/2/24/White_Monarch_-_Danaus_plexippus_nivosus%2C_Herndon%2C_Virginia_-_20747803185.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,https://thumb.wikimedia.org/wikipedia/commons/thumb/2/24/White_Monarch_-_Danaus_plexippus_nivosus%2C_Herndon%2C_Virginia_-_20747803185.jpg/960px-White_Monarch_-_Danaus_plexippus_nivosus%2C_Herndon%2C_Virginia_-_20747803185.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,2026-09-07,960,640,fbd979996ed7df57f214842d10ab374234de6644b0112a99b6ff0bcd6bd17838,Wikimedia server thumbnail; no local pixel editing
experiments/data/raw/butterfly/111142116.jpg,butterfly,File:Danaus plexippus Monarch on Xanthorrhoea johnsonii inflorescence 74 Sunbury St Geebung P1100198.jpg,John Robert McPherson,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,https://commons.wikimedia.org/wiki/File:Danaus_plexippus_Monarch_on_Xanthorrhoea_johnsonii_inflorescence_74_Sunbury_St_Geebung_P1100198.jpg,https://upload.wikimedia.org/wikipedia/commons/b/bd/Danaus_plexippus_Monarch_on_Xanthorrhoea_johnsonii_inflorescence_74_Sunbury_St_Geebung_P1100198.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,https://thumb.wikimedia.org/wikipedia/commons/thumb/b/bd/Danaus_plexippus_Monarch_on_Xanthorrhoea_johnsonii_inflorescence_74_Sunbury_St_Geebung_P1100198.jpg/960px-Danaus_plexippus_Monarch_on_Xanthorrhoea_johnsonii_inflorescence_74_Sunbury_St_Geebung_P1100198.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,2026-09-07,960,960,faa4d521230b0535fc332988fea1c3618c92631b582cafcf2d16b736f1686095,Wikimedia server thumbnail; no local pixel editing
experiments/data/raw/butterfly/41991627.jpg,butterfly,File:Danaus plexippus on Asclepias incarnata 4987.jpg,R. A. Nonenmacher,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,https://commons.wikimedia.org/wiki/File:Danaus_plexippus_on_Asclepias_incarnata_4987.jpg,https://upload.wikimedia.org/wikipedia/commons/d/d1/Danaus_plexippus_on_Asclepias_incarnata_4987.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,https://thumb.wikimedia.org/wikipedia/commons/thumb/d/d1/Danaus_plexippus_on_Asclepias_incarnata_4987.jpg/960px-Danaus_plexippus_on_Asclepias_incarnata_4987.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,2026-09-07,960,720,aeead14d5e3a88d6d778f59fefab8d413c6c64b86abf37602ed60f8c680c9252,Wikimedia server thumbnail; no local pixel editing
experiments/data/raw/butterfly/71886794.jpg,butterfly,File:Starr-101228-6048-Ocimum basilicum-Monarch butterfly Danaus plexippus visiting flowers-Honokanaia-Kahoolawe (24966082381).jpg,Forest and Kim Starr,CC BY 3.0 us,https://creativecommons.org/licenses/by/3.0/us/deed.en,https://commons.wikimedia.org/wiki/File:Starr-101228-6048-Ocimum_basilicum-Monarch_butterfly_Danaus_plexippus_visiting_flowers-Honokanaia-Kahoolawe_(24966082381).jpg,https://upload.wikimedia.org/wikipedia/commons/a/a4/Starr-101228-6048-Ocimum_basilicum-Monarch_butterfly_Danaus_plexippus_visiting_flowers-Honokanaia-Kahoolawe_%2824966082381%29.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,https://thumb.wikimedia.org/wikipedia/commons/thumb/a/a4/Starr-101228-6048-Ocimum_basilicum-Monarch_butterfly_Danaus_plexippus_visiting_flowers-Honokanaia-Kahoolawe_%2824966082381%29.jpg/960px-Starr-101228-6048-Ocimum_basilicum-Monarch_butterfly_Danaus_plexippus_visiting_flowers-Honokanaia-Kahoolawe_%2824966082381%29.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,2026-09-07,960,720,f69c35638b983fcaf16234e3cfdd4805859760c1c2b4247244cc469435dd6092,Wikimedia server thumbnail; no local pixel editing
