path,label,split,sha256,group
experiments/data/raw/butterfly/75552878.jpg,butterfly,train,099ac9ca4a3cac87a10e203fd3ce40e33810bf8fc14e0306dcc0217c240ffbe8,Ryan Hodnett
experiments/data/raw/butterfly/64928019.jpg,butterfly,val,e637774779ea07f83b0f5ed1bd7bde8314ce63d941d219194153ed9fed7a1900,Judy Gallagher
experiments/data/raw/butterfly/31876658.jpg,butterfly,test,8b03982b27dd99f20af94aacd241f397ba6e5cae8738dc116020260e0f2d42d0,Peter Broster
experiments/data/raw/butterfly/111141128.jpg,butterfly,train,61648ab868d3fb407ef0a5f645ae3d755dea597b60ea71a18d569f3739f1111f,John Robert McPherson
experiments/data/raw/butterfly/43158938.jpg,butterfly,train,26303552178b875e9b74a7d059ec11ff0da859f97f6ae3cc68d7df570491e884,Ryan Hodnett
experiments/data/raw/butterfly/111141166.jpg,butterfly,train,6a5b6b021c326f21f359adf8ee6173e16582b86cbde268fae2797d97929b872d,John Robert McPherson
experiments/data/raw/butterfly/17312601.jpg,butterfly,test,fc8b318676ef258dce7fe7155de53a5bdd2c6f1343b5015930f0015bc5ceb919,Paolo Costa Baldi
experiments/data/raw/butterfly/20349954.jpg,butterfly,val,e61aa9c4d4d2224db0f99718e96acf7e87578f46d0b53be07cfe3ece042a78cb,Rangilo Gujarati
experiments/data/raw/butterfly/20371400.jpg,butterfly,train,2a1ebe66b35471564fce08d0dd75c3ac5354621991fcdd85e10361568907e06b,Thomas Bresson
experiments/data/raw/butterfly/10348890.jpg,butterfly,train,5160072d1a3b2f5c75344e20a901dff1a4288bdc6a0aff322f9d2b845fe56f9a,Thomas Bresson
experiments/data/raw/butterfly/111142153.jpg,butterfly,train,e1c39fa7dc96beefbf7fe52bf7afb1e5920fa4d3b45a2208865670e53a24662d,John Robert McPherson
experiments/data/raw/dragonfly/49199500.jpg,dragonfly,val,9e36c36940dd8a16b1b1076c2b7b425670e23896be133ad73bb41734174e73dd,Alun Williams333
experiments/data/raw/dragonfly/64161194.jpg,dragonfly,train,dbb2e3e3d957c8bc86f632e90a1df5961348ad45b4b48627098d0174ec863693,AJC1 from UK
experiments/data/raw/dragonfly/113143673.jpg,dragonfly,test,98e6295afbd34f4a5d993976d7b8397cd0efdd92ffb5ea946b95898a3439d367,Milanilic53
experiments/data/raw/dragonfly/14797813.jpg,dragonfly,test,951bc99427b5cfd887f38929b7e63ee3eb00350e58331a9ce5a45b7474d38ef1,Quartl
experiments/data/raw/dragonfly/14781941.jpg,dragonfly,test,f6b3e4f2fc88f17962d4e015e7c4239e39937870d2d3a1818ad54b8e164d01b7,Quartl
experiments/data/raw/dragonfly/69941004.jpg,dragonfly,train,ead5fc0c5ecba5843b28ec8dab335765fa194eaf2648700fbd37bfe296d760d7,Zoran Gavrilović
experiments/data/raw/dragonfly/58203493.jpg,dragonfly,train,6325058b6542b889165a9448b02c9bef24d9255351ffe778dcd50b963f6bad60,Alandmanson
experiments/data/raw/dragonfly/61223735.jpg,dragonfly,train,0c868a077473a1a74188030f9714ff58a732ce9304c0282f0ceaefc9d1feeade,Alandmanson
experiments/data/raw/dragonfly/61576889.jpg,dragonfly,train,961222903fd4a653662fdf8cd89584a06831944f81b36cd63a96e8efb2407edf,Bernard DUPONT from FRANCE
experiments/data/raw/dragonfly/42045065.jpg,dragonfly,train,e8d3e55e5dae5947d3942082b19e9f08c6656baa1a72a65de15cee41d015d78b,Charles J. Sharp
experiments/data/raw/dragonfly/49987380.jpg,dragonfly,train,2c89f3900ed16680a177cb020b2c702094769b570a7edb677f74c6edb6b91a0c,"gailhampshire from Cradley, Malvern, U.K"
experiments/data/raw/dragonfly/34083635.jpg,dragonfly,train,c0f034da64c9a13c2d763811922809c11ea1fccb2a9c2086535844c6c0b67319,Bj.schoenmakers
experiments/data/raw/dragonfly/14863998.jpg,dragonfly,test,56cceaa4a75722f8c28d093876b34b4574c6d599f0c3a1f347e755c6f05dda4d,Quartl
experiments/data/raw/dragonfly/113145306.jpg,dragonfly,test,02c05801aa1fe58db87fff911593fc2c7d123f05da552da222c6fa31d38792cb,Milanilic53
experiments/data/raw/dragonfly/14781381.jpg,dragonfly,test,aa884e0fab03b074dcdd1dfebd3c033b0ac08ebc70f6eb2713435d05b8e83368,Quartl
experiments/data/raw/dragonfly/68641674.jpg,dragonfly,train,31bb88ff8ad6dca89469212495f2857f22d80b1eb6d5f09fa0d6977464fb1785,"gailhampshire from Cradley, Malvern, U.K"
experiments/data/raw/dragonfly/49555114.jpg,dragonfly,val,4b532a25cc4546d795cbe32b473e0d7997faa0c2eca389b8c10407bfa50d5f84,Alun Williams333
experiments/data/raw/dragonfly/60608629.jpg,dragonfly,train,6c4be99fbd071ce054260dd1a4f668e090c6fb56d42a7ec844579a10f947e1ec,Charles J. Sharp
experiments/data/raw/dragonfly/27643045.jpg,dragonfly,val,b9942ce1e6e842b66a406d99f8ef110bac0264cf069b72d462c9c134feeea3ea,"Juan Emilio from Las Palmas de Gran Canaria, España"
experiments/data/raw/dragonfly/49977461.jpg,dragonfly,train,0b7234738d8d77e345dd34d5e293d787f22a1646ce9e95ff00f65752625f99a6,"gailhampshire from Cradley, Malvern, U.K"
experiments/data/raw/dragonfly/69941005.jpg,dragonfly,train,5c20731b3fbe5532ccbf9cfe19a9b37445a6ea56ecf94016413b664bde1e1441,Zoran Gavrilović
experiments/data/raw/dragonfly/49992639.jpg,dragonfly,train,fb1a37a6ddc69e66130df52217f4b5cfc77b2b1b85225e91bb54c85fa716d56e,"gailhampshire from Cradley, Malvern, U.K"
experiments/data/raw/dragonfly/2322934.jpg,dragonfly,train,ce412f8fc28097394e012c9cb1258e2834ea0d720fa08a8e1ea828cb83aa206b,Rosenzweig
experiments/data/raw/dragonfly/21224115.jpg,dragonfly,train,eaa3134aafdfbcc4c0fc632c4197d4cf7ca96ba70528ed1e0593edbe5a821985,Donkey shot
experiments/data/raw/dragonfly/80810476.jpg,dragonfly,test,fbefe3ef9a9ce15868cec0dec834d02115c39ae39c7432ca51feadf4ff625146,Isiwal
experiments/data/raw/dragonfly/63755728.jpg,dragonfly,train,eb94ca0562d4e35dd168b2b83025f2b84bc145e7ef86a5051487bf742010195b,"gailhampshire from Cradley, Malvern, U.K"
experiments/data/raw/dragonfly/113143671.jpg,dragonfly,test,427ef7a9ae4c3477b5ef555c667d6f0ee9e9c2dbc9dbbd4af9d521f0fbc95e9e,Milanilic53
experiments/data/raw/dragonfly/10853607.jpg,dragonfly,val,1646762024f721df478b6b90012c286da89ba3c581617870f640159dd890a970,pjt56 --- If you use the picture outside Wikipedia I would appreciate a short e-mail to pjt56@gmx.net
experiments/data/raw/dragonfly/74867679.jpg,dragonfly,val,27c765b9da7eac19f5765f75a6fa234689cd77627eecbd1fec8633048e94b064,Luc hoogenstein
experiments/data/raw/dragonfly/14864001.jpg,dragonfly,test,a3853de5b7fbe5beebef96df1f1d4b6c7e4b56ddd22687c2be0a555ea2b5b284,Quartl
experiments/data/raw/dragonfly/2173910.jpg,dragonfly,val,d981ff2b51ad914f8e6d9c90784ed2d88c8ce966af3ec12f78542dd551e4c83b,Agnieszka Urbaniak (to talk)
experiments/data/raw/dragonfly/11412825.jpg,dragonfly,val,25e2355ce547eaf60c9d7e9a9b7837fd5dd0508bdf395d90a50ef1c1a0824975,Aiwok
experiments/data/raw/dragonfly/124479550.jpg,dragonfly,train,a9ea86551eafc243b7546f8a329da9f4c0b8102a1737dd0e62798fa166ba5496,gailhampshire
experiments/data/raw/dragonfly/147042877.jpg,dragonfly,train,96f6fbbaa82460cec67e7d5b75f21eb41727af4e081eac041daac090af50dbad,Charles J. Sharp
experiments/data/raw/dragonfly/148879685.jpg,dragonfly,train,ba12a56f46f6e11ec889457136c2782ff69ccce4526c79685fa0aa9402693616,Thomas Fuhrmann
experiments/data/raw/dragonfly/210257.jpg,dragonfly,train,7f78b0648baac83d26134e0d72c6b5443d67cb92e8ac74a6c02641fa70ea6240,https://commons.wikimedia.org/wiki/File:Anax_imperator_female.jpg
experiments/data/raw/dragonfly/21224117.jpg,dragonfly,train,530563d3408b2c47f3eec3a077eac7e5e72a63e39963f9c6f6f7b042a47b330e,Donkey shot
experiments/data/raw/dragonfly/113141462.jpg,dragonfly,train,5804716b58041f31c2c0e23f90f0c9e76e913b47edfb63b7453877cff51b35e5,ThedimitrijaS
experiments/data/raw/dragonfly/125330518.jpg,dragonfly,train,7a6e36968265a28798f75f17647483ec7c82741544fe0b45b5c0fcf976daa625,MilanIlic553
experiments/data/raw/ladybird/141938438.jpg,ladybird,train,678c06f24261ed071208c4dfd81aba653eed121abfe3818a5ae3bb501a98f26e,Tournasol7
experiments/data/raw/ladybird/104734074.jpg,ladybird,train,5639633d83acf9b2ae9c9d79d3f5c8a8ec26965288c5fd03a6466d62ba06c5f9,Flocci Nivis
experiments/data/raw/ladybird/15002685.jpg,ladybird,test,ceba7699739b37d0eaccfbba5502fe546ccd48c032d1b05c445f919336617890,Quartl
experiments/data/raw/ladybird/8292482.jpg,ladybird,val,c744285575db0d43ca055b239b07010253740d6695370056227478115788468e,Darius Baužys
experiments/data/raw/ladybird/48913362.jpg,ladybird,test,683d57c7ec2956d281651a2e110e5894d93d9cc8a13f69c3dc066763448a42d6,"Orangeaurochs from Sandy, Bedfordshire, United Kingdom"
experiments/data/raw/ladybird/41863715.jpg,ladybird,val,579234445c05892473a61d7d543fdbcad50bdb60a3cd8fbb4332dae5430d318d,Zeynel Cebeci
experiments/data/raw/ladybird/71591396.jpg,ladybird,train,26f2a3f8f1713c588d65a856595a8fc2f70def4a59e7f5d63a01594c6bb814af,Tobias 67
experiments/data/raw/ladybird/158205741.jpg,ladybird,train,7ad7b9773f7d0217ef7ac56699328e49b29e6ff22639a8b9a8070512c5c2b449,Flocci Nivis
experiments/data/raw/ladybird/105276714.jpg,ladybird,test,6ae9c61dd75c6c47b993e854d44bb7a9c478742039ceec183addee35b4681092,Stephan Sprinz
experiments/data/raw/ladybird/73305993.jpg,ladybird,train,95ad388fe0fe49ad539a7a4d1e92f6be4f48b2a08e6fcce413b7b5f6d258109f,Bernard DUPONT from FRANCE
experiments/data/raw/ladybird/27752345.jpg,ladybird,test,8a5666ec9347796c2d04934dc29879b1f64cbb5d053541900b480b77b7250411,"Orangeaurochs from Sandy, Bedfordshire, United Kingdom"
experiments/data/raw/ladybird/62858669.jpg,ladybird,train,3def478819b684aa4393e05e5f9795ea000a385eaaf753ef8c5a1bbb2834b743,Francisco Welter-Schultes
experiments/data/raw/ladybird/29068231.jpg,ladybird,train,6c590990cfcfa10a82b8fe2d3fbe062e641398a9f1edc25eb37988bf18968042,Francisco Welter-Schultes
experiments/data/raw/ladybird/24612412.jpg,ladybird,train,9b27270f6fd69271df354dff56a70199003366cd7fe18ae48d15eedff0fa70f8,"Gilles San Martin from Namur, Belgium"
experiments/data/raw/ladybird/16425755.jpg,ladybird,train,87fbb01112a490dd926bcf4bd36c2110982e0ea3c16705918280cd579ef1cee8,Walter Siegmund (talk)
experiments/data/raw/ladybird/75763394.jpg,ladybird,train,2346a847f8da631a66ad45f9f64799b30e2bb8eae0f61f5695bf8f150dd49016,Francisco Welter-Schultes
experiments/data/raw/ladybird/7898957.jpg,ladybird,train,8caa081bcbb95dcd2fe8a59ecac627f4454e9412add86754ede57e5f63392b0e,Vera Buhl
experiments/data/raw/ladybird/50718743.jpg,ladybird,train,f701b5d303d8b8a8ec291fa8915e9eea70baa952a6c9b9fcd9edf7496841f90b,"S. Rae from Scotland, UK"
experiments/data/raw/ladybird/16425759.jpg,ladybird,train,f5d9a3c23d066f4854f4ee915531d3cfa5ce9aeb6f94e562a9d1697d84c86520,Walter Siegmund (talk)
experiments/data/raw/ladybird/289061.jpg,ladybird,train,7926dd7864bbb35a6c5d1c6318900eb346f1e7768fb82ffaafddd02a6451597c,André Karwath aka Aka
experiments/data/raw/ladybird/25147920.jpg,ladybird,test,55604a56da8420babcff1fbe2d1fc16ebe0a2f7184ceccc4f6e1c95aaec53605,OliBac from FRANCE
experiments/data/raw/ladybird/726474.jpg,ladybird,train,c12e06d1f3ba2af7a1d7f6e853c9908474c0e2f78c663270d1289324ebdfbfda,André Karwath aka Aka
experiments/data/raw/ladybird/835917.jpg,ladybird,val,3ad1224313851865e729b655726cbd7bd67063a3d90ca25703892b89414d4c68,Luc Viatour
experiments/data/raw/ladybird/62858686.jpg,ladybird,train,5c98cf719b67ba88666be078127429ff1aa6fd323cfbe869f3fb0ff99163e985,Francisco Welter-Schultes
experiments/data/raw/ladybird/25147915.jpg,ladybird,test,8b4150632d9a1fc25950b305c95743a776c782a9e669ed988ef50c21e96ea11b,OliBac from FRANCE
experiments/data/raw/ladybird/188138553.jpg,ladybird,test,763fe5375a5cb98544130c6502555711e9235196ffddba936a9e5e81327bbfdf,Helge Busch-Paulick
experiments/data/raw/ladybird/92158501.jpg,ladybird,train,40648d799bd6817fd3f143ff9cb6a99e0f9680e58ce3bccf12a18b7a569cfe76,Rudolphous
experiments/data/raw/ladybird/75305511.jpg,ladybird,test,6ea791d04d09fd4fceec605c450944a32000ecaf29b00fc69e533950ffb680d6,"Peter O'Connor aka anemoneprojectors from Stevenage, United Kingdom"
experiments/data/raw/ladybird/103694883.jpg,ladybird,val,2b0837329affc2d8fb2805ea4840e13ed34bb0d02a2bd6851e79806bab44e37e,Salicyna
experiments/data/raw/ladybird/102323374.jpg,ladybird,train,219c8653eaa6d885991c12e30171c0f54f6f46883e03ee5e2d5deb3855a6c2a5,Cole Shoemaker
experiments/data/raw/ladybird/85680831.jpg,ladybird,train,3cef3e737ad39cbfe4fee511c52d1c0b32c70a579da967f5279cc3d7e466d3ac,Francisco Welter-Schultes
experiments/data/raw/ladybird/57417203.jpg,ladybird,val,16a1f9e734110d5872a04e5a2100b2b6496b061e4d1f393a62f9260a055dc4d6,Piotr T. Czekala
experiments/data/raw/ladybird/109182323.jpg,ladybird,train,d741ab958cc9f4e2f63313c3a7901da22e91920056cba66e36306b5ec7c65615,Anna N Chapman
experiments/data/raw/ladybird/11372926.jpg,ladybird,train,e350317689e875c1666d51254b327f2e731221343911930cecf7cd0245bd86e4,Trachemys
experiments/data/raw/ladybird/117209749.jpg,ladybird,val,a933aaa56ad009a312cf7da3638dc22e8e075da3ac8353f6fec43747e5b1466e,Michel Langeveld
experiments/data/raw/ladybird/183710974.jpg,ladybird,train,26b4c2819ef860a2a141df11b2135b9fc4cdae0756b4588da3b64644a2471a53,Bernd Trommer
experiments/data/raw/ladybird/185666756.jpg,ladybird,test,b13ad08fb9cb785f8b221f64418409a2b3830016bc8769ccabf7af2f93ca0c27,DidierFy
experiments/data/raw/ladybird/18929297.jpg,ladybird,val,4a9e1c2a54e22b82e83e56a90fa38275b79fe70c8f9cfc04ef01aa55bff3103f,Bankhallbretherton (talk)
experiments/data/raw/ladybird/103292898.jpg,ladybird,train,3a99dd6ef36ebd32bac347f8a10436b56c9a10c890277b9a0383ce85c843eb3f,Francisco Welter-Schultes
experiments/data/raw/ladybird/114798049.jpg,ladybird,val,efabae8eb352bc116c2e79aa7dbafd87ba54e9221e45d192a6b17e3eaba3d7e6,Michel Langeveld
experiments/data/raw/ladybird/93187249.jpg,ladybird,train,9d128e91c455619a237c566f0c319e2e362edd97ba69df0a0dba7fe5ce562af7,Rudolphous
